image_id,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
AAL1,abnormal,201.4814366,255,84.40483985,9.787955158,-1.902209524,0.829952158,86.84795844,6532.145104,58725.09717,0.761643145,0.216323225,22794.41768,0.141612246,21567.88439,1,28711.85777,0.826845164,49.07301946,7329.308138,60886.98016,0.795077285,0.222550527,22011.81299,0.151972812,20944.1762,1,27034.97991,0.820340095,120.1700042,6214.972574,55690.39374,0.74125504,0.214202835,23031.09234,0.137158447,21558.18349,1,30645.31344,0.826734168,44.38538843,7281.871738,60743.85545,0.79327957,0.222307015,22057.63424,0.151859773,20990.31005,1,27115.69677,8.515835558,68.84250703,248.5124698,77.35834259
AAM1,abnormal,215.3325654,255,75.36502775,15.8367396,-1.579012275,0.823800587,408.8733308,5374.435917,63777.72465,0.648010658,0.18385959,24335.14552,0.119940438,22036.04293,1,40367.92332,0.831501592,167.0415596,6197.406386,69704.29871,0.692331074,0.188381163,23691.5991,0.130063903,21933.77401,1,33949.91541,0.830342276,402.6466554,5469.317376,65739.16745,0.656275869,0.184085636,24282.93081,0.12113859,22144.9229,1,38755.93093,0.831373397,161.2982672,6191.983532,69670.47087,0.692356943,0.187984546,23663.73478,0.129329929,21866.82259,1,33815.53161,7.174838886,61.34370439,508.7139819,68.51854327
AAN1,abnormal,201.3405533,255,83.74309255,9.770272527,-1.922287977,0.812521922,167.5033876,5284.003275,62764.85527,0.616829629,0.158185365,35906.48632,0.104379894,31219.21324,1,94362.93623,0.815770203,79.90658365,5762.081763,66343.93506,0.645932405,0.162277499,35475.88825,0.111456002,31172.24699,1,75678.27195,0.80210764,136.8740211,4957.406738,58813.91566,0.59409574,0.154161644,36151.22547,0.099726966,30907.03103,1,101253.737,0.812768184,75.91029741,5724.692087,65514.50304,0.643057308,0.162126059,35561.86457,0.111226997,31175.38474,1,75602.95898,7.934990758,102.1064248,525.4322661,110.0414155
AAO1,abnormal,218.0728891,255,72.74022451,17.80548351,-1.522972101,0.789421769,346.9524174,3481.451418,43307.88664,0.511897243,0.163599236,26688.50199,0.104727888,22489.42791,1,76292.96882,0.806495746,152.0865975,4038.734772,50068.98777,0.564525209,0.164735871,26552.35766,0.112415335,23236.84822,1,52543.34837,0.793088946,299.9431121,3453.303756,44226.03154,0.517828702,0.162424182,27006.80824,0.104420483,22863.06255,1,69890.80314,0.803752837,248.6276413,4024.746897,49357.04177,0.560756261,0.164680743,26488.884,0.112311382,23040.73769,1,53320.94099,8.296789132,70.06184464,586.1976178,78.35863377
AAQ1,abnormal,240.5759067,255,49.49116318,59.19526702,-0.874343559,0.768528521,2101.142051,3106.176643,17670.27434,0.237628973,0.248658726,18696.2414,0.158490291,17236.12516,1,28011.40388,0.757111342,1005.593301,3781.682684,18717.49271,0.259146703,0.253830407,17670.18423,0.171349906,16533.0036,1,23617.22536,0.769627696,1923.06029,3058.2347,17612.78355,0.236420778,0.248747032,18904.16886,0.156308928,17431.13495,1,27551.45796,0.76035569,1066.785115,3845.837596,19063.76802,0.261429673,0.254667081,17527.7645,0.173438568,16424.59491,1,23441.11781,5.597292853,22.66641761,474.8904861,28.26371046
AAR1,abnormal,213.3748576,255,77.08014422,14.68886099,-1.620072568,0.801248843,177.3443483,5932.189464,46552.33534,0.54985963,0.228470013,20395.62984,0.145577287,18790.65656,1,29384.17177,0.797889125,108.4830033,6873.0643,49136.00125,0.584569249,0.234076558,19609.54448,0.156151327,18304.73276,1,26179.20382,0.798245925,228.8548272,5851.140259,45800.64604,0.54537914,0.227738026,20474.71895,0.143179981,18819.55368,1,29961.70078,0.801699237,99.16073538,6985.508764,49940.38775,0.588064315,0.235587661,19472.03269,0.158789758,18179.2055,1,26172.15162,8.163625259,54.56918809,473.1866499,62.73281335
AAS1,normal,232.7329188,255,60.48881174,35.03020364,-1.104357016,0.747504257,647.8864511,6256.990019,23606.43536,0.334620704,0.306924618,13173.10884,0.191079091,12445.60597,1,16643.78049,0.739520421,407.4941928,7420.42985,25218.81353,0.364833451,0.311062235,12218.40241,0.207001037,11643.80067,1,14959.69942,0.741674031,886.6650454,5927.60747,22569.88202,0.325175082,0.303681515,13459.76762,0.185232505,12700.4592,1,17641.17759,0.738383764,370.1808573,7388.94216,25086.41561,0.364002177,0.309953272,12307.88808,0.205857307,11775.54706,1,14857.19971,7.231985224,23.88253676,257.4636194,31.11452199
AAT1,normal,237.9845426,255,53.74604776,48.77167948,-0.949769784,0.77308966,1797.926777,4556.209544,24385.32351,0.299869792,0.262455382,18712.98713,0.166557862,17379.0402,1,31304.41324,0.765487436,807.9190222,5444.747525,25924.24384,0.324636787,0.267139995,17626.85478,0.180177359,16526.46009,1,26076.55426,0.773080402,1405.743606,4430.725507,24078.03756,0.296100603,0.259025607,18889.15326,0.162335689,17476.83525,1,31630.09785,0.761325514,673.7249587,5447.078607,25545.25391,0.32361568,0.267396651,17618.41775,0.179211883,16456.3027,1,26624.1534,6.208342732,25.7206016,531.4893444,31.92894433
AAU1,abnormal,220.2552704,255,72.01780448,19.29433298,-1.44733916,0.837868607,641.5172146,3140.2318,57835.08357,0.582749947,0.123799093,37933.59796,0.084453589,33350.75069,1,125078.6438,0.842337998,329.2454557,3529.361819,62208.45876,0.617972743,0.127592752,37438.47019,0.091268625,33505.45827,1,95254.29585,0.832812188,651.2616541,3144.900947,56917.82232,0.58086004,0.123211581,37828.60217,0.083612815,33102.01882,1,123959.4021,0.841348417,363.7168625,3534.323214,61924.35215,0.616861425,0.128073545,37372.38321,0.091984858,33321.42344,1,94471.15917,7.14240217,79.57783671,490.5555581,86.72023888
AAV1,abnormal,205.7726082,255,82.48842673,11.1482088,-1.790338125,0.833068414,164.4294236,6635.699872,70998.73955,0.735273843,0.192480078,28966.25287,0.12709103,26829.7651,1,42739.78065,0.831411946,81.64571509,7458.29766,73958.79891,0.768024167,0.199406009,28135.66496,0.13814265,26256.63436,1,38974.16542,0.82357191,160.2324746,6255.211468,67314.04093,0.714850508,0.188131904,29360.84962,0.121502278,26924.4047,1,45132.30424,0.831143886,90.8879028,7419.538035,73864.82669,0.7675984,0.198586625,28195.23236,0.136915746,26341.36005,1,38721.57307,8.275654814,76.55274805,239.3524702,84.82840287
AAW1,normal,229.7033143,255,63.27078397,29.51361033,-1.19944866,0.800238096,908.4106106,3223.398984,33956.67699,0.370059153,0.184526124,25123.98155,0.116419683,22402.36758,1,73104.08119,0.80486034,456.1631169,3802.434606,37519.4961,0.403109126,0.18911041,24672.96325,0.126393653,22435.53838,1,42218.6087,0.803020284,953.0979483,3201.493715,34454.34043,0.372951515,0.185687039,25458.00751,0.117733654,22602.4063,1,51492.21148,0.804704375,439.0114333,3783.053485,37465.05981,0.402593333,0.188578313,24700.7448,0.127051821,22428.43027,1,42262.78664,6.311044359,46.59859089,503.2688286,52.90963525
AAX1,abnormal,214.8363989,255,76.08017089,15.61950868,-1.583734656,0.816674908,339.7176722,4894.689398,59612.29326,0.655076065,0.16437602,28226.1706,0.107693067,24923.46741,1,57307.29863,0.823849504,162.95042,5504.896192,64767.02129,0.697172946,0.168535503,27686.01287,0.115799006,24960.17817,1,47495.81557,0.822040743,323.2306918,4791.941971,60424.66713,0.654931898,0.16248205,28525.21038,0.106537867,25330.48888,1,62503.30389,0.824794759,188.4454518,5468.057756,64875.95397,0.696664928,0.167880399,27725.168,0.115230292,24996.39969,1,47403.23457,7.731160462,70.18219603,473.1151267,77.91335649
AAY1,normal,204.4685008,255,80.55164345,10.87062751,-1.881954124,0.776730469,136.5171723,3283.611438,44778.5909,0.680932724,0.135915304,29579.76257,0.087372055,23575.10409,1,119065.3813,0.788357492,60.84212222,3659.629808,50298.96412,0.741078739,0.134846405,29690.81045,0.091240913,24355.85148,1,84008.5621,0.766217431,124.53732,3256.101948,42277.45328,0.661495292,0.138754049,29233.16947,0.089233312,22962.21576,1,140435.5661,0.793665165,70.46921254,3725.67915,51759.19719,0.751987241,0.135241447,29711.71288,0.091997058,24533.97273,1,80490.39144,8.869207567,98.09954866,589.8250292,106.9687562
AAZ1,abnormal,229.1427925,255,64.06124149,28.91533609,-1.210897897,0.780957697,776.156685,5133.776195,31601.67149,0.369379783,0.244561434,17945.8743,0.156589949,16253.10515,1,29011.8335,0.77578199,297.1799635,5921.324799,33259.23711,0.393362032,0.248528798,17120.54653,0.168458349,15615.3203,1,25996.20921,0.77460715,615.7562136,4874.363449,30296.85128,0.36030506,0.24054937,18195.59468,0.150289364,16352.46182,1,30581.43281,0.778664416,320.9851112,5924.081527,33723.7485,0.395773544,0.247540509,17231.87648,0.166689641,15860.46761,1,25115.01989,7.254828106,36.08375311,560.9475491,43.33858122
ABA1,abnormal,212.8369616,255,77.60014656,14.41508748,-1.630011294,0.82484015,259.8044336,4438.860546,57302.41979,0.621339985,0.171803206,25650.19457,0.110799009,23184.59256,1,141747.5558,0.825261278,123.8575365,5062.504102,61854.82203,0.668911522,0.174925141,25412.32815,0.11931801,23032.45859,1,55289.31187,0.817843361,304.7932555,4412.824323,56430.62052,0.623771912,0.171013096,25906.8122,0.110313576,22895.36749,1,74870.14381,0.8227883,114.8559272,5076.088801,61320.73948,0.667643595,0.175195015,25332.6506,0.119292159,22854.66932,1,55107.49889,7.888279469,70.39459002,564.3913787,78.28286949
ABB1,abnormal,210.9132189,255,77.71501219,13.44941471,-1.701863507,0.802256264,207.9432588,3543.042729,53729.76112,0.662094579,0.14303805,33468.70149,0.091824906,28404.90088,1,77114.3611,0.815988235,121.1163957,4005.737488,59935.56145,0.711181641,0.145583561,33079.64973,0.098714008,28890.77695,1,60969.24897,0.799203129,367.0189546,3508.805184,52657.3434,0.654163707,0.143653699,33414.50147,0.092310109,28148.29045,1,80633.45039,0.81637637,121.5566985,3999.14917,60194.89745,0.713482481,0.145038077,33137.22613,0.097911754,29022.22782,1,60116.39181,7.341871521,87.38559475,467.105001,94.72746627
ABC1,abnormal,217.8070888,255,71.32268988,17.68825727,-1.564421278,0.721804198,368.8353847,3169.05049,39119.95083,0.503255208,0.120976949,35986.28603,0.074670454,26258.95502,1,217748.0103,0.757607694,189.5702827,3750.406119,50376.64083,0.58671255,0.118811099,36423.01852,0.079025261,28512.46249,1,119814.326,0.738490236,323.8108799,3259.744774,42874.53826,0.526469494,0.1186917,36467.48433,0.074781831,27355.04594,1,176453.1793,0.758245978,170.2394462,3746.028518,50381.10169,0.585739087,0.118593888,36434.19178,0.079077564,28561.0243,1,120715.6168,8.127664399,97.39868851,501.9081168,105.5263529
ABD1,normal,216.9629414,255,74.67262122,16.8413405,-1.528152808,0.816910047,346.0529823,7244.210864,59844.94236,0.645846826,0.225245205,15266.09837,0.147658439,14182.70398,1,21038.70156,0.822011603,160.2975832,8184.506637,64619.32039,0.686164184,0.227886649,14783.16592,0.156897513,13974.58881,1,18530.04273,0.821075028,275.5594514,7188.314533,60640.4363,0.646892541,0.224116226,15355.47388,0.147738803,14330.55223,1,20646.629,0.818459652,173.4256143,8215.437965,63843.73383,0.684443815,0.228782278,14696.19965,0.157332969,13816.61063,1,18915.5794,7.426241809,42.99528044,588.1262787,50.42152225
ABE1,normal,210.7524263,255,79.86783009,13.42057882,-1.662029895,0.7932308,106.1672644,7253.25766,44400.2536,0.620051536,0.252653105,19006.37472,0.163234813,17679.65369,1,25969.17792,0.791376237,65.23768806,8215.441098,46690.2912,0.654543067,0.259537727,18264.56459,0.17559314,17156.45274,1,23834.49253,0.79340185,197.9057113,6843.412662,43310.69874,0.605066636,0.248881706,19414.05977,0.157889173,18033.36546,1,26791.47704,0.789271194,68.34147017,8152.518185,46227.4939,0.651859572,0.259042478,18311.47434,0.174291403,17171.16444,1,23915.09421,8.655007561,53.37986749,531.7585363,62.03487505
ABF1,abnormal,215.6301627,255,76.69930863,15.96316833,-1.539903214,0.80329802,299.8248173,3906.903552,37830.6586,0.514262736,0.181200455,28788.17542,0.118989155,26057.55201,1,47936.53528,0.80086867,118.0149476,4401.530305,39577.03664,0.54022781,0.189370996,28228.61568,0.130556203,25935.89325,1,42082.41707,0.799169597,212.4198695,3840.535623,36884.68683,0.506688222,0.179372736,28716.30086,0.116426215,25770.34991,1,51670.14259,0.802536189,121.004603,4416.737296,39896.66668,0.541983981,0.18903821,28224.64369,0.130639824,25985.15527,1,41626.3521,8.558316944,67.57559759,469.5165669,76.13391453
ABH1,abnormal,235.1718398,255,56.96471405,40.53643751,-1.044233815,0.791775893,1247.170501,3025.506672,21321.85783,0.260574061,0.232520348,21759.28109,0.14515823,20063.05116,1,32698.21259,0.785922256,853.7825336,3658.822997,22734.97468,0.281478938,0.239852097,20498.91928,0.160732364,19095.86232,1,28893.54511,0.789329918,1778.685244,3065.886567,21291.79184,0.26161859,0.231200998,21621.51895,0.144892951,19973.77255,1,35200.69222,0.782944113,718.0374558,3661.244047,22558.20037,0.281543326,0.239221421,20563.14136,0.158203508,19209.09766,1,28874.75377,4.479712595,32.58748765,588.2201947,37.06720025
ABI1,abnormal,196.7520358,255,85.54456129,8.353285491,-2.042723581,0.835518626,100.1015628,5932.276149,74590.9702,0.82250434,0.177517152,28563.13448,0.116650374,26253.9479,1,41350.08946,0.839029997,53.57479266,6609.646922,78652.26134,0.858275463,0.182894376,27866.33976,0.125114771,25882.66667,1,37900.6318,0.827922542,102.4123505,5699.926666,71266.23936,0.801953125,0.176083459,28672.86011,0.113825293,25969.5396,1,44232.68003,0.841697006,58.49882057,6594.410821,79517.00153,0.861725984,0.182123027,27996.12914,0.12456188,26156.14866,1,37034.46558,8.611965498,87.18860286,454.4271211,95.80056835
ABJ1,abnormal,208.1884319,255,80.92113354,12.34657875,-1.735451521,0.822395463,133.4566045,6444.965614,63039.03648,0.750589338,0.198235472,23475.4829,0.130819348,21284.9906,1,57487.62835,0.823062016,93.25249851,7117.185341,66350.07552,0.787762935,0.20136601,23081.89617,0.138338107,21116.99371,1,45979.46498,0.816294842,310.5251015,6070.22231,60275.22065,0.729630077,0.19417712,23870.4409,0.125976151,21450.51755,1,61787.32996,0.823704322,89.20284677,7100.866972,66548.65862,0.788798054,0.201026519,23124.76961,0.137641085,21201.53861,1,45388.75434,7.486764952,70.3791555,460.3570771,77.86592046
ABK1,abnormal,213.5310199,255,77.00167606,14.88955136,-1.61563938,0.80900334,192.1579569,5635.320571,57572.6201,0.615388139,0.189776832,22672.80159,0.123681274,20298.807,1,37467.18142,0.820463267,135.0200194,6428.343981,63739.54791,0.659560825,0.194029877,22130.20644,0.132765688,20340.01919,1,31439.41259,0.819148201,349.0879063,5558.340079,59440.7075,0.618836369,0.188509704,22936.69486,0.122348627,20726.50709,1,35824.68212,0.819782066,135.1261053,6424.743701,63611.66888,0.659318729,0.193212842,22130.86603,0.132315316,20320.92233,1,31406.44998,8.479533522,61.13184803,297.2828354,69.61138155
ABL1,abnormal,209.2845695,255,80.49819313,12.83746537,-1.703718882,0.838324409,223.4891953,4112.626991,62367.66687,0.677540499,0.148793582,25407.61959,0.099918374,23183.56983,1,37565.83766,0.859249126,126.6176343,4699.375232,71121.32608,0.728716682,0.154011519,24858.18654,0.110230917,23475.60587,1,31303.349,0.859349245,248.4083885,4179.01641,67901.7431,0.697473863,0.147116699,25491.04975,0.100922419,23775.69706,1,34077.40191,0.855209465,117.4609573,4678.651332,69915.00978,0.724264706,0.154458186,24812.94026,0.110393595,23291.17655,1,31976.22761,7.570411248,69.87060685,646.8561117,77.44101809
ABM1,abnormal,195.1679213,255,87.7446796,8.047527916,-2.045665184,0.806625427,45.57176441,10414.10335,78644.34523,0.945926966,0.222482594,26825.07716,0.146673962,24276.27634,1,62941.28555,0.806039078,28.29948668,11498.90856,82148.821,0.988983497,0.229208339,26255.70929,0.157321104,23927.6736,1,53461.68965,0.797934598,69.31454072,9922.681659,74440.23736,0.916300913,0.219914568,26960.55635,0.142497705,24114.76811,1,70836.54099,0.805135424,29.43618306,11432.14437,81829.87466,0.987674099,0.228057872,26349.39103,0.155648196,23998.39629,1,50738.23036,7.960892511,87.70166603,545.8852713,95.66255854
ABN1,abnormal,187.1127443,247,89.90837466,6.430061636,-1.998276222,0.860496287,51.46082486,6590.847748,84883.96179,0.991423531,0.177124367,21972.91339,0.122626908,20580.23656,1,28628.63763,0.86859118,34.49886009,7087.031441,90035.32734,1.028253341,0.180777957,21570.59826,0.130142593,20464.07268,1,26611.85444,0.860137025,98.91433214,6569.509315,84247.10922,0.985207632,0.178463519,21962.3316,0.124185189,20474.11667,1,29200.86039,0.865924867,34.34343901,7085.98438,89186.63319,1.025958114,0.181411909,21577.24182,0.130538233,20435.06385,1,26750.93292,7.745335326,82.24719534,547.1431061,89.99253066
ABO1,abnormal,206.1814858,255,81.59591328,11.40629403,-1.794888208,0.825284229,151.9658526,3389.141678,53739.93332,0.624598978,0.138700402,35912.18175,0.089969826,31871.97525,1,68522.42888,0.827797392,74.71160653,3829.690706,57360.43569,0.660891457,0.14271249,35281.6815,0.096474103,31897.63509,1,56218.21286,0.812109589,179.6723322,3253.921918,50614.8264,0.609077947,0.135199193,36027.37639,0.084776093,31563.37979,1,72588.35336,0.828617227,81.8166721,3843.142653,57491.18782,0.660936015,0.143719771,35182.73388,0.097838517,31792.23518,1,56825.20908,8.90529943,93.02345407,542.5278765,101.9287535
ABP1,abnormal,217.0259245,255,74.7596472,16.85181732,-1.523846496,0.793787606,229.0024014,6757.915831,49488.58267,0.540424548,0.230463316,20716.44713,0.143998747,19138.89977,1,30801.81045,0.7968575,120.5676097,8060.081446,53759.61311,0.581138209,0.23903259,19666.96988,0.161163197,18379.35581,1,26979.62363,0.796450155,254.6832928,6836.515912,49758.94841,0.539447985,0.232324618,20443.34079,0.14784592,18737.04197,1,32033.08897,0.795316188,122.2194216,8012.184872,53392.00101,0.579634817,0.238245539,19721.69315,0.159693582,18430.22443,1,26984.06936,8.372112654,50.85602598,607.0276991,59.22813863
ABQ1,abnormal,219.8351684,255,72.40746604,18.90928667,-1.456956036,0.817446296,439.1184031,3846.476071,42296.35166,0.503429151,0.181882813,27311.81914,0.117137043,24628.98176,1,43463.93122,0.822202157,223.2648389,4552.965661,46077.09094,0.540553435,0.189961267,26280.41581,0.129412436,24177.29996,1,37594.13334,0.81797841,412.7367632,3922.407566,42648.63135,0.50699994,0.183157645,27155.47795,0.117570408,24519.3416,1,43211.56494,0.816691837,303.429017,4471.714773,44935.28925,0.535342617,0.18933623,26386.21656,0.126957163,24154.28219,1,38243.92863,8.091217225,60.08938625,581.5275077,68.18060348
ABR1,abnormal,219.4763093,255,72.5331366,18.40777583,-1.46927428,0.817124832,330.5510512,2975.019563,38985.80628,0.503534226,0.168659466,28419.9592,0.105896145,25709.62922,1,44694.09666,0.821037481,186.8847915,3568.883011,42377.9313,0.54059912,0.176643717,27465.23672,0.118146991,25390.95523,1,38141.31716,0.801136721,398.0759641,2966.701005,36488.80537,0.492397774,0.171552567,28190.32634,0.105615906,24973.36103,1,48322.98009,0.815137231,198.4807475,3583.269581,41361.245,0.536223797,0.177817858,27255.08986,0.118813561,24945.08697,1,39799.26058,8.754299608,62.91423136,496.2241801,71.66853097
ABS1,abnormal,216.8517749,255,73.84452238,16.80250607,-1.549805884,0.791057645,235.6394375,3270.501962,34325.78328,0.474250966,0.181065116,24745.81271,0.116946789,21034.97814,1,57725.09318,0.7980909,148.8489146,3733.809309,37628.15379,0.509415271,0.183046212,24331.67394,0.12510359,21182.41971,1,46199.6375,0.785956343,426.4327127,3221.015495,33327.5228,0.466760631,0.180748972,24623.17833,0.116024688,20725.6802,1,63052.15454,0.800172293,151.2279363,3697.022245,38027.60438,0.511968428,0.181192142,24511.94099,0.122788044,21476.40834,1,44751.10729,7.410563764,66.17786748,568.2829555,73.58843125
