image_id,mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label
ABQ1,39.10084245,-0.195001054,11.21270391,85.78748318,1.652560524,24.24417157,1.772328103,0.771014347,1.823346886,abnormal
ABR1,41.87682981,-1.768734194,12.11043179,87.20262352,4.071566252,24.91028403,1.634419973,-2.255630651,1.667028929,abnormal
ABS1,45.31639161,0.066179002,15.10176873,88.09550507,1.77262051,29.01610477,1.45953906,-2.80340602,1.482146875,abnormal
ABT1,21.98135438,0.697927637,6.554025501,66.81702373,2.403168739,19.54887853,2.766058919,3.767463218,2.840370143,normal
ABU1,35.93809409,-0.976229248,9.359636883,83.65592704,2.557165925,21.30713542,1.937852357,-2.87598449,1.973426946,abnormal
ABV1,28.54667227,0.24440157,9.370704866,71.42223572,1.513389721,22.78498829,2.170690016,3.950344498,2.221458926,abnormal
ABW1,50.07314605,-1.009332582,12.78410554,95.61204946,2.546161227,23.99926303,1.41570517,-2.792075278,1.454953177,abnormal
ABX1,36.26630722,-0.651465931,12.25951196,80.38015025,1.821938767,26.77104571,1.807876488,-2.808176383,1.83483548,abnormal
ABY1,70.96984385,-1.372971489,21.37647187,103.8825708,2.301902697,30.97447625,0.809249142,-1.611369322,0.852207035,abnormal
ABZ1,23.54723381,-0.544377716,7.266305583,67.63154314,1.824273655,20.17210141,2.615311203,-3.809724883,2.664957157,abnormal
ACA1,11.9702806,-0.144222234,2.805992321,51.89560622,0.831674142,11.78665048,4.182131133,-6.609879601,4.212569069,abnormal
ACB1,11.57479174,-0.145264202,2.748207802,51.12089262,0.77090171,11.75738281,4.274683858,-5.37267179,4.310681573,normal
ACC1,33.62649424,-0.962110377,10.45988942,78.60755884,2.500023466,24.11242828,1.94848675,-2.690933683,1.982568963,abnormal
ACD1,33.34901868,-0.143759116,8.701161814,81.86526517,1.137662516,20.98117525,2.076979447,0.051556703,2.10206063,normal
ACE1,29.62778787,-1.482991772,10.09231145,70.55955123,3.936429159,23.70308502,2.028538472,-2.558976103,2.101428826,abnormal
ACF1,66.72023165,1.35706226,16.96674879,107.0796817,3.455377629,27.12949022,1.002223643,2.184329727,1.080306461,abnormal
ACG1,53.84677084,1.728621888,17.49443199,94.74339231,3.345307387,30.29035629,1.225190873,1.696474523,1.26963242,normal
ACH1,7.508133526,-0.036846499,2.029568342,39.92288843,0.414616822,9.873925801,5.362589669,-2.055924945,5.270647913,normal
ACI1,32.73268599,-0.845297274,12.04413591,75.15688041,2.133871844,27.09719895,1.923026662,-2.822397014,1.957674481,normal
ACJ1,19.39669061,-0.268066291,4.899473566,64.31707933,0.988381015,15.73569828,3.087348961,-4.741050437,3.132934503,normal
ACK1,12.5298256,-0.248412591,3.06776564,52.52478321,1.313859667,12.39099651,4.049586915,-6.345212215,4.100021323,normal
ACL1,54.0645146,-1.062520686,14.19086147,98.33898088,2.250822841,25.52316575,1.29217496,-2.208071199,1.323542097,abnormal
ACM1,33.17750426,0.915939364,8.923654099,76.65156866,2.352028768,20.13384218,1.917038685,2.588750976,1.96144425,abnormal
ACN1,21.74754083,0.211797822,7.265817071,64.090969,1.496188409,20.82115852,2.708098202,3.949750081,2.786295638,normal
ACO1,40.51762191,-1.183724305,13.0697112,84.05388233,2.540771182,26.58998469,1.630086726,-2.169755386,1.658678791,abnormal
ACP1,51.47770226,-0.078311234,18.305211,87.0197647,1.349326906,29.12377102,1.166175173,0.169742662,1.20739858,abnormal
ACQ1,49.47145965,-2.062540703,16.84873462,89.30561612,4.233434396,29.76323001,1.291558192,-2.099485751,1.307040246,abnormal
ACR1,60.61127043,-1.054184294,17.48258228,100.2895897,2.577606739,28.50558841,1.074897916,-1.882556162,1.10419392,normal
ACS1,76.7290757,3.46573095,26.26092435,104.9868211,5.372442442,35.82348433,0.659571375,1.081941003,0.703331952,abnormal
ACT1,61.76667616,0.591416555,14.59611311,101.9204259,3.468495684,23.89249218,1.069715086,1.527852202,1.144002616,abnormal
ACU1,64.22509029,-0.152046886,15.1953828,106.7263721,2.489618916,24.9298518,1.078117148,-1.432106295,1.109133678,abnormal
ACV1,13.89909532,-0.26540106,3.944905245,52.9312178,1.152700758,14.19354589,3.70629702,-5.156792835,3.711844574,normal
ACW1,62.61406478,-0.963318464,15.91149735,103.8205223,2.06817509,25.73606717,1.083393643,-2.390037896,1.103458531,abnormal
ACX1,51.11164615,0.246263355,17.20011104,91.24443741,1.640360002,29.80227373,1.275804854,1.909269991,1.323098544,abnormal
ACY1,40.3831884,-0.677093629,10.75319177,87.68250309,2.65429461,22.83889409,1.748733537,-3.119379588,1.785561855,normal
ACZ1,43.90149928,-0.307783091,11.88692629,90.27692695,0.964413087,23.78423808,1.609822982,-2.206385659,1.639277982,abnormal
ADA1,56.52463184,1.356861238,14.58320838,94.53902338,2.922529672,24.05514159,1.103253397,2.169903723,1.179400561,abnormal
ADB1,56.04519822,0.696687863,17.26078012,97.00255992,3.03012172,29.57939323,1.179627202,1.352518755,1.220848677,abnormal
ADC1,80.72083343,-7.96471523,19.2389541,109.2125317,11.97733384,25.29444447,0.641737241,-1.030398729,0.679061627,abnormal
ADD1,47.5681994,-0.308316791,11.45588789,94.51476594,1.792460641,21.50053075,1.53170671,-2.518926056,1.533687873,abnormal
ADE1,57.15400717,-3.20553305,14.33350004,99.80347006,6.509400194,24.47201153,1.203708172,-1.830116063,1.230652841,abnormal
ADF1,54.84996153,-0.023168417,15.48485765,97.89188397,1.457104396,27.40014732,1.248241923,0.927675134,1.292057455,abnormal
ADH1,63.0385684,-0.824764984,13.82197638,106.9595589,2.366525132,22.9891797,1.130515942,-3.314014857,1.143295719,abnormal
ADI1,20.52136884,-0.213717198,5.272726768,65.71171765,0.775086895,16.36120894,2.962150353,-4.808308597,3.016041799,normal
ADJ1,73.28074647,-0.222877624,19.06330855,108.3029319,1.611829048,27.72190731,0.821579547,-0.681534374,0.843029774,abnormal
ADK1,31.97077079,-1.771568981,13.14495726,72.58111448,4.322481726,29.32582909,1.879767357,-2.431869949,1.886247624,normal
ADL1,29.26325366,-0.447030075,7.434721483,76.46753596,1.363123551,18.11814153,2.305382502,-4.122502882,2.291315809,normal
ADM1,35.96861634,1.171166967,9.852622171,84.28386006,3.250226556,22.81299853,1.952035302,2.98322114,2.03448385,abnormal
ADN1,67.88353645,2.719729069,20.02401909,104.7692193,4.859842632,30.56146246,0.926039894,1.578031538,0.983960915,abnormal
ADO1,44.26428278,-0.351977106,11.75178162,91.15677341,1.288256111,23.82720871,1.60773254,-3.355437319,1.661437827,abnormal
ADP1,31.42787715,0.618971759,9.69528716,73.58933671,1.655473202,22.56829487,1.943921165,2.537708083,2.009086401,normal
ADQ1,21.56800573,-0.145079294,7.867153889,60.37934557,0.845799739,21.10732197,2.551488885,-2.752803319,2.5551745,abnormal
ADR1,53.83886191,-0.021282394,12.48540823,100.8365232,1.193611875,23.02915645,1.357089353,-0.642858942,1.377903886,abnormal
ADS1,75.11197635,3.122702712,21.97515386,108.3139846,5.070655342,31.48898966,0.770213882,1.327965695,0.824669854,abnormal
ADT1,20.45197303,-0.632899015,5.898708375,64.49389198,2.271143817,18.28828375,2.886680493,-3.931924645,2.938146906,abnormal
ADU1,62.75055296,-1.178917202,19.45509256,99.21548074,2.581797654,29.93082257,0.985611934,-2.216857326,1.009761139,normal
ADV1,63.44636788,-0.818265144,18.19514319,101.5852445,1.883703914,28.71455884,1.008197087,-2.247592147,1.056694585,normal
ADW1,15.84383978,-0.217291649,3.657939575,59.55601917,1.11185808,13.39035958,3.552050543,-6.055829111,3.591782674,normal
ADX1,59.93509492,-1.079906882,13.62106007,104.4096201,3.280224348,23.39071288,1.184381593,-3.231609216,1.205787203,abnormal
ADY1,51.27849648,-3.168603383,13.05598273,95.92197827,7.104883266,24.18361528,1.361517191,-2.31434922,1.404255889,abnormal
AEA1,64.48230106,-3.877313209,24.1174231,94.42944905,5.982402903,34.50237358,0.823043702,-1.169616951,0.839831683,normal
AEB1,65.23814645,-1.644704604,20.06974983,99.77896573,2.584634563,29.92263993,0.913942533,-1.404712198,0.942365931,abnormal
AEC1,46.0584515,2.007631922,16.86807505,86.77621457,4.382831002,31.522038,1.389810968,1.945603548,1.431331781,abnormal
AED1,28.39668721,0.150533439,8.214306505,74.98429695,1.093978592,21.20495229,2.311814735,2.433564465,2.361101448,abnormal
AEE1,31.4036213,-1.301303608,9.465491874,73.18408942,3.291558383,21.33899118,1.965822511,-2.53368662,1.98152628,abnormal
AEF1,38.46323851,1.301155033,10.93511889,85.76645422,3.447322221,24.08414617,1.818258684,2.887118212,1.908650282,abnormal
AEG1,10.67820073,-0.386892226,2.932524701,47.90792223,2.01070154,12.77059502,4.365018321,-5.649669509,4.414118664,normal
AEH1,57.64254762,-0.085592873,14.58066185,101.6768655,1.198587036,25.46083455,1.214648267,-0.423164967,1.246418682,abnormal
AEI1,27.68443939,-0.058544905,6.887140371,75.29762446,1.225680626,18.38706893,2.396104119,-1.687766296,2.430058592,normal
AEJ1,18.92196807,0.353502155,4.953546367,63.22908947,1.308980925,16.06713316,3.106727091,4.015199032,3.164904041,abnormal
AEL1,36.8603575,1.193753503,11.44284114,82.93093903,3.022634208,25.19661779,1.849331024,2.561870037,1.888271948,abnormal
AEM1,72.34616505,0.301966593,18.57650422,109.1894169,1.656959879,27.85312253,0.86398616,1.610646581,0.902600666,abnormal
AEN1,69.00251937,-1.879852801,19.8849114,104.2268744,3.85903558,29.89064894,0.866381884,-2.09047397,0.901236581,abnormal
AEO1,37.88036106,0.803357388,10.26279795,85.85603784,2.05067768,22.96888369,1.852731109,2.583481482,1.894173537,abnormal
AEP1,39.28770379,0.103066691,9.391761707,88.3749908,0.629619079,20.87310318,1.824122864,2.45230014,1.836583588,normal
AEQ1,44.44489102,0.20364154,10.57389214,93.41654525,1.406689833,21.86444046,1.650519272,3.586010462,1.694766547,abnormal
AER1,27.34611645,0.800509157,9.142640209,71.80674697,2.730218374,23.39351089,2.330268356,3.440022824,2.413889444,abnormal
AES1,40.08695903,-0.75107537,10.4501135,83.79005784,1.707156245,21.20686262,1.649649223,-2.689117086,1.668750724,abnormal
AET1,67.80733572,2.121140632,21.64247268,102.6294926,3.795944797,32.52275541,0.881525955,1.506117654,0.930450464,abnormal
AEU1,52.17275993,0.305272699,11.72967608,95.64451371,1.509358716,21.23121778,1.314593032,0.844573359,1.353716873,abnormal
AEV1,49.53312846,-2.924441241,16.44191338,89.73961357,5.792599034,29.27744273,1.30099194,-1.877098061,1.332240096,normal
AEW1,49.59454235,-0.817943918,13.67791058,94.28405363,2.187383318,25.60604423,1.40352442,-3.019110501,1.442118612,normal
AEX1,65.05489977,-1.066661056,15.05700017,106.9005423,3.05144518,24.26884541,1.057242187,-2.942486036,1.07750578,abnormal
AEY1,49.43779579,-0.952240918,14.12420721,93.39551407,1.990303668,26.22930217,1.387764508,-2.159299962,1.413465584,abnormal
AFA1,46.04512315,1.047848005,13.14574268,92.07316538,2.486229745,25.98283391,1.528548418,2.39589108,1.578209906,abnormal
AFB1,66.60195383,0.419598393,17.53006367,106.2395493,1.270641198,27.85185927,0.982669373,1.788511512,1.019096613,abnormal
AFC1,33.88028169,-1.487689372,11.34567433,77.30771773,3.58212721,25.08081507,1.908815512,-2.370942738,1.939102345,normal
AFE1,39.38920871,0.795124717,11.30340389,86.99047454,1.982877199,24.8958312,1.774062753,2.296973529,1.821309475,normal
AFH1,66.22527738,2.340001239,21.09669897,102.2349851,3.914092994,32.30265924,0.919266175,1.322547188,0.958697609,normal
AFI1,28.90271686,0.893613287,11.24213587,66.92778512,2.350520901,25.66467596,1.946012579,2.39950604,1.980040977,normal
AFJ1,24.31314589,-0.789120754,9.079401773,64.82557061,2.126185304,23.3971725,2.374754436,-3.02576403,2.399991061,normal
AFK1,68.06811453,-1.509293547,18.55648142,105.3731152,2.644192676,28.53858031,0.916453428,-1.554489664,0.938648763,normal
AFL1,28.26187905,-0.574791823,6.601564396,76.65297193,1.829869203,17.37003856,2.393507434,-3.655063835,2.408216199,normal
AGA1,29.87036606,-1.383644386,10.99206654,72.39964096,3.622194877,26.22234672,2.066828662,-2.616687874,2.099469234,normal
AGB1,51.12259814,-3.88939809,20.82375507,85.63725671,6.753071765,34.22332001,1.119387338,-1.378808967,1.130557467,normal
AGM1,7.555588509,-0.270639842,1.979766264,40.59903447,1.756494848,10.08174176,5.346238344,-6.73572937,5.343706358,normal
AGO1,8.974280174,-0.358719837,2.828051492,42.10245691,1.906168263,12.71933306,4.669072333,-6.090355976,4.685250275,normal
AGV1,57.14451543,-2.475142459,24.41797005,86.97792159,4.124375773,36.5356324,0.909621838,-1.516813622,0.949032353,normal
AGW1,7.037429321,-0.180370938,1.613474676,40.19905191,1.367856702,8.815337317,5.644894967,-8.147380321,5.633197037,normal
AGX1,37.33702143,-0.517413058,13.30958999,78.80186961,1.162746924,27.04040731,1.716977091,-2.350115629,1.763045041,normal
AGY1,58.243821,-1.581453969,21.10197596,92.99023658,2.913409648,33.13951362,0.998351141,-1.854060487,1.013406977,normal
AHA1,21.09398057,-0.582707081,5.29445439,66.90396453,2.070589977,16.50701995,2.896930942,-3.81092876,2.93622889,normal
AHD1,22.29587041,0.664339316,6.808212843,66.99826955,2.620586227,20.13028318,2.744128506,4.308507116,2.870925369,normal
AHQ1,21.88714104,-0.219544751,5.151593992,68.62926101,0.722544455,15.63270127,2.875828453,-3.464960699,2.896959535,normal
AHR1,35.15966775,-1.481766955,11.84169821,78.9094895,3.530421324,26.11893673,1.847537505,-2.27651453,1.878354004,normal
AHS1,43.38477993,-0.650643994,13.53848399,87.8076711,1.835825492,27.22711046,1.557342869,-2.652668319,1.605747576,normal
AHT1,9.400600441,-0.009365694,2.113925899,46.15958833,0.359446036,9.895722193,4.802212791,-4.547234301,4.7685816,normal
AIB1,32.42378279,-0.123739493,9.258664121,79.55937768,1.247309637,22.2705297,2.085616984,-1.469844197,2.123065093,normal
AID1,4.027230565,-0.028121478,1.26432825,27.44931578,0.325272169,7.811671539,7.077446727,-1.665075382,6.968919137,normal
AIF1,61.46891686,1.082568775,18.08647692,101.3536299,2.093812883,29.65095257,1.062032529,1.87834102,1.106787966,normal
AIH1,10.92522382,-0.204553055,2.574135477,49.63667691,1.105165835,11.21420823,4.415217099,-5.956986493,4.418616701,normal
AIL1,12.10528775,-0.244860941,2.872390062,52.11750872,1.38353843,12.00739853,4.140891785,-6.4508572,4.164470221,normal
AIO1,57.42363826,1.798436545,19.13410801,94.1928583,3.228236125,31.13733735,1.052109438,1.451425366,1.079274207,normal
AJA1,26.37292739,-0.388979523,7.043526422,73.3751139,1.95006223,19.16251482,2.470740761,-4.558894061,2.51178649,abnormal
AJC1,67.15163103,-2.907877115,22.31644218,99.71378898,4.493011496,32.84421604,0.833049526,-1.082849492,0.852988307,normal
AJE1,26.94145862,-0.974485219,7.701213606,72.71237131,2.853688448,20.26408682,2.382849261,-3.019981319,2.416510196,normal
AJG1,11.36373234,0.170778474,2.851568793,50.33774967,0.903154758,12.25276616,4.286329847,6.232740125,4.352383563,normal
AJL1,45.99599252,-0.378384267,14.48337876,89.54605393,1.978417626,27.64130669,1.46518074,-1.371493159,1.481345849,normal
AJN1,22.40159769,-0.023214678,5.35024161,69.86594252,0.498672474,16.35751491,2.833801957,1.056683677,2.86918065,normal
AJP1,36.56114177,0.95572639,11.64192911,79.01139404,2.400867233,24.79104115,1.740771661,2.253839843,1.809495389,abnormal
AJW1,27.14640031,-0.625771058,7.713305191,73.04178193,1.937755665,20.26147013,2.381901167,-3.742335053,2.452615054,normal
AJZ1,25.33033823,-1.029949158,8.726647815,67.45598984,2.976346391,22.40668087,2.389214405,-3.124166715,2.423466813,normal
AKB1,2.780848439,-0.074106009,0.853074698,24.04014219,0.729169943,6.735806728,9.032656208,-11.6672841,8.867732499,normal
AKJ1,41.75040817,1.948524578,14.19715388,86.73586589,4.270009093,29.46247554,1.612177699,1.867347099,1.644835412,normal
AKZ1,68.27515165,-0.601038113,23.88617387,98.24511549,2.109794897,33.39281118,0.786161271,-1.147820336,0.802724649,normal
ALC1,44.16397231,-1.464988706,11.13819563,91.596395,3.567788316,22.8291983,1.613059975,-2.559926319,1.640766489,normal
ALF1,53.23139065,-3.185539518,14.72890955,95.98929662,6.60098162,26.43422778,1.270757541,-1.914994795,1.317255783,normal
ALI1,61.44984717,-3.767094861,24.70652218,90.37391783,6.015998075,35.91894296,0.816346826,-1.334543694,0.825071895,normal
ALU1,19.07324485,-0.78686008,5.286691164,62.4523796,3.202687137,16.72147733,3.063276077,-4.449112819,3.106824729,normal
AMC1,28.40198785,-0.840630722,8.418086274,74.23369509,2.352510653,21.70144404,2.263793172,-2.903212058,2.29071842,normal
AMF1,82.38609782,-1.674734588,19.73048158,114.0625237,2.52094426,27.18485221,0.66990574,-1.169716993,0.683742781,normal
AMK1,23.00646556,-0.783558598,5.56944255,69.88947392,2.993554562,16.50853504,2.75023245,-4.206454438,2.774700106,normal
AMT1,34.47813284,-0.980617973,11.94265649,77.51747279,2.242172893,26.16735589,1.865666147,-2.438114241,1.903476814,normal
AMY1,61.17194395,-2.212298108,19.51234796,97.5688706,4.061423506,30.4875489,1.003129786,-1.801019629,1.026163619,normal
ANC1,51.25905233,1.979581788,15.45330661,95.6435265,4.043903468,28.81951273,1.343341156,1.801064976,1.388096962,normal
ANP1,7.87421407,-0.18924423,2.305397425,40.43538048,0.91488323,11.03251256,5.20467589,-6.003896724,5.199759321,normal
ANS1,40.82908476,-0.197148937,10.94047756,87.89505941,1.227081362,22.72885974,1.74024987,-0.128315748,1.776689463,normal
ANV1,12.71348594,-0.786456408,3.94017725,50.33985439,3.551321048,14.9274939,3.841873905,-4.612643776,3.864430259,normal
AOP1,41.17481937,0.180963755,11.11571114,89.15559576,1.338138184,24.02736801,1.724717557,1.33791064,1.785962054,normal
AOS1,9.811218273,-0.204957353,2.899225763,45.09667641,0.901677463,12.97482605,4.510532459,-5.054026818,4.604511118,normal
AOV1,8.208043882,-0.173742799,1.939982473,43.15773691,1.231731817,9.795633335,5.176580752,-8.062361418,5.193932575,normal
APB1,35.3429784,-0.826885756,11.37468538,79.7571628,2.101825137,25.32774628,1.861634894,-2.720890384,1.918995773,normal
APF1,21.46912528,-1.285959209,7.542804644,63.05983164,4.055745479,21.62578601,2.676588927,-3.154728274,2.708272285,normal
API1,71.16034913,-0.886672052,19.92518889,106.3679176,2.375625422,29.59322711,0.843134465,-2.244955023,0.870414743,normal
APT1,16.6204162,-0.394741327,3.618887886,61.17285061,1.968251468,13.09192442,3.442844966,-5.761037881,3.453431028,normal
APV1,35.48956301,-0.923542017,10.82145331,80.81661519,2.442656029,24.25858418,1.876988808,-2.939573257,1.916973622,normal
